pathway_id	pathway_name	source_org_count	source_orgs
ko00750	Vitamin B6 metabolism - Fannyhessea vaginae	56	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cte,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00760	Nicotinate and nicotinamide metabolism - Fannyhessea vaginae	62	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00770	Pantothenate and CoA biosynthesis - Fannyhessea vaginae	62	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00780	Biotin metabolism - Haemophilus influenzae Rd KW20 (serotype d)	57	aae,aba,ade,afr,apr,bba,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00785	Lipoic acid metabolism - Haemophilus influenzae Rd KW20 (serotype d)	48	aae,aba,ade,afr,bba,bsr,bsu,bth,ccz,cex,cpo,ctd,cte,ctr,ddf,din,dra,dth,ecj,eco,emi,fma,fml,gau,gsk,gsu,hin,hit,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tma,tnr,tro,tye,vab,vai,vbl
ko00790	Folate biosynthesis - Fannyhessea vaginae	61	aae,aba,ade,afr,apr,apv,bba,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00791	Atrazine degradation - Acidithiobacillus ferrooxidans ATCC 23270	2	afr,tro
ko00860	Porphyrin metabolism - Lancefieldella parvula	54	aae,aba,ade,afr,apv,bba,bsr,bsu,bth,cac,cae,ccz,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fml,fnu,fsu,gau,gsk,gsu,heo,hin,hit,hpy,ial,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00900	Terpenoid backbone biosynthesis - Fannyhessea vaginae	61	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00906	Carotenoid biosynthesis - Bacillus subtilis subsp. subtilis 168	21	aba,afr,bba,bsr,bsu,ccz,cte,dra,emi,fml,gau,ial,nme,nmp,ote,rba,rmr,syn,syz,tro,vab
ko00907	Pinene, camphor and geraniol degradation - Bacillus subtilis subsp. subtilis 168	20	aba,ade,bba,bsr,bsu,ccz,ddf,din,dra,ecj,eco,gau,rba,rmr,rpo,rpr,syn,syz,ttk,vab
ko00909	Sesquiterpenoid and triterpenoid biosynthesis - Synechocystis sp. PCC 6803	13	aba,afr,ccz,emi,fsu,gau,gsk,gsu,nli,rba,syn,syz,vab
ko00910	Nitrogen metabolism - Fannyhessea vaginae	57	aae,aba,ade,afr,apr,apv,bba,bsr,bsu,bth,cac,cae,ccz,cex,cpo,cte,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00920	Sulfur metabolism - Fannyhessea vaginae	58	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00930	Caprolactam degradation - Rickettsia prowazekii Madrid E	10	ade,bba,dra,ecj,eco,gau,rba,rmr,rpo,rpr
ko00946	Degradation of flavonoids - Rickettsia prowazekii Madrid E	25	aba,apr,bth,cac,cae,ccz,dth,ecj,eco,emi,fsu,gau,ial,ote,rba,rmr,rpo,rpr,syn,syz,tma,tro,tye,vai,vbl
ko00970	Aminoacyl-tRNA biosynthesis - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko00975	Biosynthesis of various siderophores - Haemophilus influenzae Rd KW20 (serotype d)	4	bba,hin,hit,rba
ko00984	Steroid degradation - Bacillus subtilis subsp. subtilis 168	16	aba,ade,bba,bsr,bsu,ccz,ddf,din,dra,ecj,eco,gau,rmr,tro,ttk,vab
ko00997	Biosynthesis of various other secondary metabolites - Bdellovibrio bacteriovorus HD100	2	bba,tro
ko00998	Biosynthesis of various antibiotics - Bacillus subtilis subsp. subtilis 168	7	bsr,bsu,bth,fsu,nli,ote,rba
ko00999	Biosynthesis of various plant secondary metabolites - Haemophilus influenzae Rd KW20 (serotype d)	40	aae,aba,afr,apr,bba,bsr,bsu,bth,cac,cae,ccz,dra,dth,ecj,eco,emi,fsu,gau,gsk,gsu,heo,hin,hit,hpy,ial,nli,nme,nmp,ote,rba,rmr,rpo,syn,syz,tma,tro,tye,vab,vai,vbl
ko01040	Biosynthesis of unsaturated fatty acids - Haemophilus influenzae Rd KW20 (serotype d)	13	ade,bba,ecj,eco,gau,hin,hit,ial,ote,rba,rmr,rpo,rpr
ko01053	Biosynthesis of siderophore group nonribosomal peptides - Bacillus subtilis subsp. subtilis 168	6	apr,bsr,bsu,ecj,eco,gau
ko01054	Nonribosomal peptide structures - Bacillus subtilis subsp. subtilis 168	8	aba,ade,bsr,bsu,cpo,fsu,rmr,tro
ko01055	Biosynthesis of vancomycin group antibiotics - Thermodesulfovibrio yellowstonii	3	gau,tnr,tye
ko01200	Carbon metabolism - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01210	2-Oxocarboxylic acid metabolism - Fannyhessea vaginae	60	aae,aba,ade,afr,apr,apv,bba,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01212	Fatty acid metabolism - Lancefieldella parvula	60	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01220	Degradation of aromatic compounds - Fannyhessea vaginae	45	aba,ade,afr,apv,bba,bsr,bsu,cac,cae,ccz,cex,cte,ddf,din,dra,dth,ecj,eco,emi,fml,fsu,fvg,gau,gsk,gsu,heo,hin,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,syn,syz,tai,tnr,tro,tye,vab,vai,vbl
ko01230	Biosynthesis of amino acids - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01232	Nucleotide metabolism - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01240	Biosynthesis of cofactors - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01250	Biosynthesis of nucleotide sugars - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01310	Nitrogen cycle - Haemophilus influenzae Rd KW20 (serotype d)	28	ade,bba,bsr,bsu,cac,cae,ccz,ddf,din,ecj,eco,gau,gsk,gsu,hin,hit,ial,nli,nme,nmp,ote,rba,rmr,syn,syz,tnr,ttk,tye
ko01320	Sulfur cycle - Bacillus subtilis subsp. subtilis 168	36	aae,aba,ade,afr,bba,bsr,bsu,bth,cac,cae,ccz,cpo,cte,din,dra,ecj,eco,fml,fnu,fsu,gau,gsk,gsu,nli,nme,nmp,ote,rba,rmr,syn,syz,tnr,ttk,tye,vab,vbl
ko01501	beta-Lactam resistance - Fannyhessea vaginae	60	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01502	Vancomycin resistance - Fannyhessea vaginae	62	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko01503	Cationic antimicrobial peptide (CAMP) resistance - Haemophilus influenzae Rd KW20 (serotype d)	58	aae,aba,ade,afr,apr,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,rpo,rpr,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko02010	ABC transporters - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko02020	Two-component system - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko02024	Quorum sensing - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko02026	Biofilm formation - Escherichia coli - Escherichia coli K-12 MG1655	2	ecj,eco
ko02030	Bacterial chemotaxis - Haemophilus influenzae Rd KW20 (serotype d)	37	aae,aba,ade,bba,bbu,bbz,bsr,bsu,cac,cae,ccz,cpo,ddf,din,dth,ecj,eco,fml,gau,gsk,gsu,heo,hin,hit,hpy,ial,nli,ote,rba,rmr,tai,tma,tnr,tro,ttk,tye,vab
ko02040	Flagellar assembly - Haemophilus influenzae Rd KW20 (serotype d)	47	aae,aba,ade,afr,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,ctr,ddf,din,ecj,eco,fml,fsu,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,nli,nme,nmp,ote,rba,rmr,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko02060	Phosphotransferase system (PTS) - Fannyhessea vaginae	44	ade,afr,apr,apv,bbu,bbz,bsr,bsu,cac,cae,cex,cpo,ctd,cte,ctr,ddf,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,hin,hit,ial,mmy,nli,nme,nmp,ote,rba,rmr,tai,ttk,vai,vbl
ko03008	Ribosome biogenesis in eukaryotes - Haemophilus influenzae Rd KW20 (serotype d)	14	ade,afr,bba,ecj,eco,fsu,hin,hit,nli,nme,nmp,rba,sox,vbl
ko03010	Ribosome - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03018	RNA degradation - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03020	RNA polymerase - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03030	DNA replication - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03060	Protein export - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03070	Bacterial secretion system - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03250	Viral life cycle - HIV-1 - Neisseria meningitidis MC58 (serogroup B)	14	aba,ade,bba,cte,ecj,eco,gau,gsk,gsu,heo,hpy,nme,nmp,vab
ko03258	Virion - Bacteriophage lambda - Escherichia coli K-12 MG1655	2	ecj,eco
ko03410	Base excision repair - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03420	Nucleotide excision repair - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03430	Mismatch repair - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03440	Homologous recombination - Fannyhessea vaginae	63	aae,aba,ade,afr,apr,apv,bba,bbu,bbz,bsr,bsu,bth,cac,cae,ccz,cex,cpo,ctd,cte,ctr,ddf,det,din,dra,dth,ecj,eco,emi,fma,fml,fnu,fsu,fvg,gau,gsk,gsu,heo,hin,hit,hpy,ial,mbf,mmy,nli,nme,nmp,ote,rba,rmr,rpo,rpr,sox,syn,syz,tai,tma,tnr,tro,ttk,tye,vab,vai,vbl
ko03450	Non-homologous end-joining - Bacillus subtilis subsp. subtilis 168	7	aba,ade,bba,bsr,bsu,ote,vab
